user_id,age,occupation,gender
37772,32,sales/marketing,M
86354,33,college/grad student,M
50761,26,college/grad student,M
6035,25,academic/educator,M
9000,27,executive/managerial,M
49149,59,tradesman/craftsman,M
95646,30,artist,F
53581,30,college/grad student,M
18962,28,scientist,M
69682,18,K-12 student,M
76863,28,sales/marketing,F
88869,44,college/grad student,M
50455,34,college/grad student,M
91171,29,college/grad student,M
27506,13,scientist,M
86118,33,scientist,M
65649,32,academic/educator,F
97164,28,college/grad student,M
24312,31,other or not specified,M
2808,29,executive/managerial,M
18179,28,executive/managerial,M
24600,31,sales/marketing,F
38081,21,K-12 student,M
15963,31,college/grad student,M
76054,20,scientist,M
35279,31,other or not specified,M
218,33,other or not specified,M
67197,34,college/grad student,M
101574,25,executive/managerial,M
95532,26,technician/engineer,M
73383,20,artist,M
97426,20,scientist,M
8922,15,sales/marketing,M
50744,33,sales/marketing,M
97718,24,technician/engineer,M
5447,34,college/grad student,M
72720,33,sales/marketing,F
835,27,other or not specified,M
18685,28,executive/managerial,M
53779,29,retired,F
79329,25,college/grad student,M
34139,30,college/grad student,M
26807,29,academic/educator,F
82384,27,other or not specified,M
44200,23,sales/marketing,M
41538,18,homemaker,F
38689,30,college/grad student,M
8900,25,scientist,M
38552,28,homemaker,M
25175,31,self-employed,F
17938,34,sales/marketing,M
80612,27,sales/marketing,M
56794,34,academic/educator,M
11170,28,retired,M
90333,27,sales/marketing,F
71272,27,college/grad student,M
49268,18,K-12 student,M
84845,25,executive/managerial,M
1227,31,homemaker,M
75780,34,executive/managerial,F
72126,27,academic/educator,M
24328,31,homemaker,F
102807,28,scientist,M
35718,26,executive/managerial,M
48727,30,sales/marketing,M
87964,18,sales/marketing,M
23769,32,scientist,M
100609,26,college/grad student,M
46789,29,college/grad student,F
100567,27,sales/marketing,M
72257,30,scientist,M
28182,31,sales/marketing,F
91030,33,scientist,M
100990,27,programmer,M
75737,30,college/grad student,F
101462,28,scientist,M
69007,26,other or not specified,M
55178,30,executive/managerial,M
52636,54,sales/marketing,M
85688,34,college/grad student,M
35528,33,K-12 student,M
52264,33,sales/marketing,F
42735,31,executive/managerial,M
61973,27,executive/managerial,M
61446,27,executive/managerial,M
67612,33,executive/managerial,M
48049,29,self-employed,M
26723,34,self-employed,M
12934,27,scientist,M
80730,26,artist,F
38161,30,executive/managerial,F
5959,33,executive/managerial,M
85189,18,K-12 student,M
19154,28,college/grad student,F
19533,29,artist,F
26982,29,college/grad student,M
8400,34,scientist,F
56273,28,clerical/admin,F
20055,18,K-12 student,M
87472,31,other or not specified,M
76003,23,sales/marketing,M
57803,28,college/grad student,M
74829,34,college/grad student,M
41483,32,other or not specified,M
42903,27,other or not specified,M
2080,30,scientist,M
67514,32,self-employed,M
103154,31,college/grad student,M
47500,32,sales/marketing,M
60604,18,homemaker,M
72366,32,college/grad student,M
1014,25,retired,M
98052,33,college/grad student,F
39331,28,college/grad student,M
66131,30,college/grad student,M
39721,28,college/grad student,M
38028,37,executive/managerial,M
12661,40,executive/managerial,M
31834,25,college/grad student,M
57139,26,college/grad student,F
55160,30,scientist,M
48862,30,college/grad student,M
64955,28,executive/managerial,M
82917,29,college/grad student,M
78952,19,college/grad student,M
68033,27,sales/marketing,M
53327,25,sales/marketing,M
19633,30,executive/managerial,M
20993,25,college/grad student,M
6399,28,academic/educator,M
83683,29,college/grad student,M
37071,52,scientist,F
50106,31,other or not specified,F
82461,30,executive/managerial,M
56928,34,sales/marketing,M
19352,26,college/grad student,M
51094,31,sales/marketing,M
5197,34,college/grad student,M
55913,29,homemaker,M
48639,34,self-employed,M
17771,30,executive/managerial,M
39472,20,college/grad student,M
95955,21,homemaker,M
15755,32,college/grad student,F
42738,32,K-12 student,F
22750,25,artist,M
45832,29,executive/managerial,M
88851,33,sales/marketing,M
36570,34,K-12 student,M
65507,29,self-employed,M
14022,29,sales/marketing,M
47269,26,executive/managerial,F
60924,32,college/grad student,F
769,18,K-12 student,M
42303,27,college/grad student,M
40777,28,academic/educator,M
85166,33,scientist,M
57438,29,tradesman/craftsman,M
15609,30,college/grad student,M
27946,29,artist,M
32860,29,artist,F
4504,27,technician/engineer,M
71973,23,homemaker,M
39421,29,sales/marketing,M
81598,18,K-12 student,F
55547,32,other or not specified,F
21353,32,scientist,M
83733,25,executive/managerial,M
11698,33,college/grad student,M
89308,25,sales/marketing,M
45764,31,retired,M
97511,18,homemaker,M
84591,31,self-employed,M
21367,33,executive/managerial,M
99597,26,college/grad student,M
21485,30,other or not specified,F
95592,20,scientist,M
91529,33,scientist,M
65075,27,scientist,F
100966,30,other or not specified,F
69588,27,programmer,M
78171,34,college/grad student,M
93619,26,scientist,M
44289,33,executive/managerial,M
80836,36,scientist,M
49529,30,sales/marketing,M
15627,25,executive/managerial,M
5471,32,homemaker,M
3030,29,college/grad student,F
71126,30,college/grad student,M
85025,28,college/grad student,M
62500,29,executive/managerial,M
8022,71,writer,F
70588,34,college/grad student,M
34230,31,college/grad student,M
99812,32,college/grad student,M
62396,18,K-12 student,M
43405,31,scientist,M
4545,30,scientist,M
18522,34,technician/engineer,M
25425,49,technician/engineer,M
12117,32,programmer,M
64542,25,college/grad student,M
92487,33,K-12 student,M
81192,25,college/grad student,M
38763,12,K-12 student,M
51640,23,sales/marketing,M
101454,25,executive/managerial,M
38350,28,lawyer,M
47640,41,sales/marketing,M
10268,30,scientist,M
89354,52,executive/managerial,M
507,35,academic/educator,M
66189,31,college/grad student,M
79610,28,executive/managerial,M
89923,26,college/grad student,M
95917,28,retired,F
103590,30,academic/educator,M
76447,32,customer service,F
56933,31,sales/marketing,F
55126,26,executive/managerial,M
70240,31,sales/marketing,M
32641,30,K-12 student,M
64286,27,scientist,M
96399,27,self-employed,M
90880,55,academic/educator,F
54721,28,college/grad student,M
8160,28,executive/managerial,M
102425,26,college/grad student,M
49878,33,college/grad student,M
91652,30,college/grad student,M
17800,31,homemaker,M
45726,34,college/grad student,M
72388,30,college/grad student,F
78149,25,programmer,M
8907,26,college/grad student,M
5001,72,retired,F
2735,30,scientist,M
49180,31,executive/managerial,M
81939,18,K-12 student,F
7397,28,college/grad student,M
71878,30,college/grad student,F
87927,32,academic/educator,M
43610,18,K-12 student,M
92359,38,retired,M
33232,28,executive/managerial,M
35736,31,executive/managerial,M
41140,34,clerical/admin,M
79646,19,college/grad student,M
95707,28,college/grad student,M
34137,31,college/grad student,M
21130,24,sales/marketing,M
49856,20,sales/marketing,M
52732,31,sales/marketing,M
79904,34,executive/managerial,M
37031,78,academic/educator,F
72322,25,college/grad student,M
73262,70,retired,M
35879,26,college/grad student,M
10759,37,sales/marketing,F
27006,29,college/grad student,M
74080,26,homemaker,F
73417,29,college/grad student,M
38549,59,retired,F
77248,26,other or not specified,M
78725,31,programmer,M
76926,36,academic/educator,M
76906,29,self-employed,M
32257,30,scientist,M
43732,25,other or not specified,M
95167,19,sales/marketing,M
88021,18,K-12 student,M
36240,25,scientist,M
72771,34,technician/engineer,M
9332,29,scientist,M
19835,29,scientist,M
71785,25,college/grad student,M
45334,28,college/grad student,M
1949,26,college/grad student,M
81559,36,executive/managerial,M
81915,29,other or not specified,M
80214,28,doctor/health care,M
88737,15,artist,M
87904,14,sales/marketing,M
8409,27,executive/managerial,M
63514,30,sales/marketing,M
94015,23,scientist,M
86469,33,self-employed,M
79362,32,college/grad student,M
13513,27,college/grad student,M
55048,28,scientist,M
3142,31,college/grad student,M
21527,28,self-employed,M
49043,32,executive/managerial,M
71839,30,executive/managerial,M
12094,32,executive/managerial,M
91268,33,college/grad student,M
7401,30,executive/managerial,M
25834,27,college/grad student,M
59487,24,college/grad student,M
53955,30,other or not specified,M
59604,29,executive/managerial,M
38758,27,college/grad student,M
31366,26,college/grad student,M
94980,19,artist,M
40324,32,executive/managerial,M
54476,20,scientist,M
90186,37,clerical/admin,M
2820,31,other or not specified,F
5380,14,college/grad student,F
37066,27,college/grad student,M
6714,27,self-employed,M
80891,34,scientist,M
53340,33,executive/managerial,M
92263,33,scientist,M
98374,28,college/grad student,M
61809,25,other or not specified,M
67808,33,sales/marketing,M
77769,31,college/grad student,F
61067,23,scientist,M
71484,34,scientist,M
89082,30,homemaker,M
68898,30,executive/managerial,M
71260,30,executive/managerial,M
38536,32,executive/managerial,M
46607,29,scientist,M
18352,32,executive/managerial,F
20663,32,K-12 student,M
14430,28,sales/marketing,M
55123,27,sales/marketing,M
2631,30,scientist,M
81670,23,sales/marketing,M
82786,41,self-employed,M
101391,27,college/grad student,M
62066,31,college/grad student,M
21857,10,K-12 student,M
89954,27,scientist,M
75843,29,sales/marketing,M
10170,27,self-employed,M
23233,25,executive/managerial,M
27844,25,homemaker,M
50833,34,scientist,M
85139,39,other or not specified,M
23577,9,K-12 student,M
60901,32,executive/managerial,M
61676,71,retired,F
9454,28,sales/marketing,M
95796,30,sales/marketing,M
5382,29,unemployed,F
79092,31,college/grad student,M
21849,32,executive/managerial,M
93051,33,sales/marketing,M
98847,31,executive/managerial,M
7745,33,self-employed,M
94430,30,executive/managerial,M
87670,28,college/grad student,M
76042,29,college/grad student,M
30401,9,K-12 student,F
58518,22,lawyer,M
68347,23,sales/marketing,M
30510,31,sales/marketing,M
101535,26,other or not specified,M
82300,27,college/grad student,M
86624,29,college/grad student,F
64011,31,self-employed,F
3911,26,homemaker,F
62426,30,executive/managerial,M
94384,32,college/grad student,M
42964,32,self-employed,F
23156,32,college/grad student,M
48762,87,executive/managerial,M
27154,30,college/grad student,M
50868,38,academic/educator,M
45814,22,scientist,M
99034,30,executive/managerial,M
54755,29,college/grad student,M
8268,34,executive/managerial,M
95770,32,executive/managerial,M
94115,25,artist,M
41278,34,college/grad student,M
87295,32,K-12 student,M
93429,17,K-12 student,M
65040,33,sales/marketing,M
12404,23,technician/engineer,M
94942,21,college/grad student,M
9339,31,scientist,M
79995,26,college/grad student,M
45125,34,clerical/admin,M
50637,16,customer service,M
87653,31,college/grad student,F
77966,24,college/grad student,M
53080,26,scientist,F
64214,21,self-employed,F
81945,30,tradesman/craftsman,M
68477,29,scientist,M
57406,29,sales/marketing,M
83127,32,scientist,M
15953,28,executive/managerial,M
94748,27,college/grad student,M
45785,28,college/grad student,M
97439,31,K-12 student,M
74753,18,artist,M
39431,33,college/grad student,M
6357,30,college/grad student,M
70619,32,scientist,M
18140,31,college/grad student,M
44083,25,college/grad student,M
6323,31,doctor/health care,F
38490,25,college/grad student,M
99796,26,sales/marketing,M
67669,25,scientist,M
86654,34,college/grad student,M
87960,30,college/grad student,F
37567,29,scientist,M
98742,30,college/grad student,M
65981,28,executive/managerial,M
57852,38,writer,M
100200,19,sales/marketing,M
47706,30,sales/marketing,M
81735,26,sales/marketing,M
98176,27,college/grad student,M
54205,32,college/grad student,M
17251,26,executive/managerial,M
34005,30,self-employed,M
94715,33,executive/managerial,M
10925,33,executive/managerial,M
65669,34,clerical/admin,F
79606,28,self-employed,M
20718,34,college/grad student,M
27402,14,K-12 student,M
28824,32,executive/managerial,M
31551,29,sales/marketing,M
102249,20,sales/marketing,M
32517,83,executive/managerial,M
63697,34,college/grad student,M
44915,34,executive/managerial,M
69452,32,clerical/admin,F
12773,33,executive/managerial,M
78034,30,programmer,M
9237,31,college/grad student,M
30236,36,writer,M
94869,86,executive/managerial,M
92207,30,artist,M
97092,29,college/grad student,M
24347,31,artist,M
90987,32,executive/managerial,M
62924,26,executive/managerial,F
73492,27,college/grad student,M
48888,32,college/grad student,F
86159,41,other or not specified,F
72314,32,other or not specified,F
75630,22,scientist,M
71348,29,scientist,M
74989,27,executive/managerial,M
55187,33,executive/managerial,F
18209,34,college/grad student,M
38269,31,college/grad student,M
46463,32,college/grad student,M
6989,43,scientist,M
71421,52,other or not specified,F
97374,27,college/grad student,M
77400,31,other or not specified,M
3481,32,self-employed,M
83663,34,college/grad student,M
15617,52,writer,M
15064,29,college/grad student,M
69514,27,executive/managerial,M
19831,34,scientist,M
97201,34,artist,M
99328,30,academic/educator,M
55319,30,executive/managerial,M
3860,28,executive/managerial,M
13710,23,scientist,M
100021,30,college/grad student,F
102181,30,self-employed,M
5138,41,clerical/admin,M
102272,26,other or not specified,F
34680,32,executive/managerial,M
15472,25,self-employed,M
57835,30,college/grad student,M
6278,31,college/grad student,M
9853,69,executive/managerial,M
9835,31,college/grad student,M
70259,28,executive/managerial,M
87773,32,college/grad student,F
63225,27,college/grad student,M
58992,25,other or not specified,M
45212,28,college/grad student,M
96078,33,self-employed,M
93217,27,unemployed,M
93805,31,sales/marketing,M
61039,33,academic/educator,F
64625,27,sales/marketing,M
11886,32,sales/marketing,M
91970,30,technician/engineer,M
49627,31,executive/managerial,M
60815,33,academic/educator,M
57924,29,sales/marketing,M
66273,29,executive/managerial,M
97993,26,college/grad student,M
17611,30,scientist,M
78325,34,college/grad student,M
61977,33,sales/marketing,M
62573,29,executive/managerial,M
51007,27,other or not specified,M
50631,31,college/grad student,M
29764,23,scientist,M
94940,30,scientist,M
83647,28,college/grad student,F
25421,27,sales/marketing,M
72288,29,college/grad student,M
97455,26,college/grad student,M
98111,34,college/grad student,M
65320,34,executive/managerial,M
60173,31,college/grad student,M
64452,29,clerical/admin,M
67271,8,K-12 student,M
2307,29,executive/managerial,M
84315,25,scientist,M
50231,34,executive/managerial,M
22715,25,college/grad student,M
84870,30,college/grad student,M
32968,33,college/grad student,M
68632,33,college/grad student,M
40672,51,executive/managerial,F
90151,25,technician/engineer,M
67632,31,self-employed,M
91403,34,executive/managerial,M
19497,34,executive/managerial,M
26469,30,K-12 student,F
50871,34,homemaker,M
6355,27,self-employed,M
14852,26,artist,F
7193,36,retired,F
37228,29,writer,M
30126,33,college/grad student,M
3673,27,sales/marketing,F
93689,48,college/grad student,M
67936,28,college/grad student,M
46528,29,executive/managerial,M
69622,18,scientist,M
86653,28,sales/marketing,M
30939,31,other or not specified,M
44348,34,executive/managerial,M
77495,29,college/grad student,M
66600,25,college/grad student,M
55839,26,executive/managerial,M
89573,32,executive/managerial,M
15523,29,other or not specified,M
77115,25,self-employed,F
66591,29,clerical/admin,M
27702,29,executive/managerial,M
58084,29,technician/engineer,M
36699,28,college/grad student,M
69405,25,homemaker,F
31443,26,executive/managerial,M
88801,31,executive/managerial,M
83299,31,sales/marketing,M
95885,49,other or not specified,M
77197,32,other or not specified,M
64577,33,clerical/admin,M
84653,32,scientist,M
85011,32,other or not specified,F
919,27,executive/managerial,M
63819,31,college/grad student,M
3963,26,scientist,M
60774,29,college/grad student,F
90124,55,clerical/admin,M
63064,30,scientist,M
27750,26,college/grad student,F
33330,27,sales/marketing,M
75402,43,academic/educator,F
25808,24,sales/marketing,M
34688,25,self-employed,M
83891,36,clerical/admin,M
35390,24,scientist,M
46858,35,homemaker,M
94240,32,executive/managerial,M
10972,36,college/grad student,F
895,38,retired,F
73590,32,homemaker,M
5284,27,sales/marketing,M
22021,34,academic/educator,F
3282,26,scientist,M
105551,29,college/grad student,M
45430,21,K-12 student,M
30579,32,sales/marketing,M
72765,33,other or not specified,M
20424,31,self-employed,M
93854,34,college/grad student,M
44396,32,college/grad student,M
41406,34,college/grad student,M
79766,33,technician/engineer,M
69657,30,college/grad student,M
99639,25,executive/managerial,M
4026,27,other or not specified,M
47932,23,scientist,M
4604,25,executive/managerial,M
21350,27,college/grad student,M
42720,32,other or not specified,M
43409,32,other or not specified,M
98870,33,executive/managerial,M
66684,32,homemaker,M
50651,28,college/grad student,M
37004,27,other or not specified,M
44362,22,homemaker,M
19077,32,academic/educator,M
71774,27,sales/marketing,M
67497,33,college/grad student,M
97105,33,doctor/health care,M
33106,25,clerical/admin,M
71216,28,college/grad student,M
55752,32,academic/educator,F
43481,33,self-employed,M
28562,33,homemaker,M
35012,43,self-employed,F
11094,27,sales/marketing,F
34261,30,executive/managerial,M
98827,32,sales/marketing,M
16159,25,college/grad student,F
4833,22,college/grad student,M
75523,28,executive/managerial,F
8776,31,technician/engineer,M
13118,30,scientist,M
1796,85,tradesman/craftsman,M
28491,34,executive/managerial,M
52738,34,sales/marketing,F
61819,31,college/grad student,M
17530,29,college/grad student,M
30140,26,artist,F
12996,28,scientist,M
85483,27,executive/managerial,M
7114,38,other or not specified,M
74408,38,executive/managerial,M
88629,28,K-12 student,M
12862,25,sales/marketing,M
80299,53,sales/marketing,M
46792,33,other or not specified,M
26864,26,self-employed,M
69286,28,self-employed,F
67052,21,K-12 student,M
54567,28,scientist,M
83690,26,executive/managerial,M
101591,26,homemaker,F
33247,61,retired,M
81383,28,college/grad student,M
2721,27,executive/managerial,M
46396,44,writer,M
22752,27,other or not specified,M
11484,26,executive/managerial,M
70338,28,college/grad student,F
16947,33,academic/educator,M
102119,30,homemaker,F
79809,30,academic/educator,M
34770,35,sales/marketing,M
12307,30,college/grad student,M
2251,44,executive/managerial,M
31052,29,sales/marketing,M
74915,26,college/grad student,M
59043,50,self-employed,M
68204,18,K-12 student,M
41341,33,college/grad student,M
11121,20,self-employed,M
49723,33,college/grad student,F
49076,19,K-12 student,M
1540,34,college/grad student,M
99953,27,sales/marketing,M
36324,40,executive/managerial,M
86343,32,homemaker,M
15897,22,other or not specified,F
46412,32,college/grad student,M
12962,31,other or not specified,M
58061,28,college/grad student,M
41107,32,self-employed,M
16850,31,college/grad student,M
83371,25,other or not specified,M
50422,31,executive/managerial,M
13271,25,scientist,M
58997,23,scientist,M
71036,34,artist,M
65821,32,sales/marketing,M
14125,28,college/grad student,M
23313,30,scientist,M
7258,28,college/grad student,M
82044,21,scientist,M
298,34,sales/marketing,M
37378,24,scientist,M
55018,29,sales/marketing,M
85105,25,homemaker,M
16601,30,academic/educator,M
57635,33,homemaker,M
23709,33,executive/managerial,M
37198,34,college/grad student,M
31804,18,sales/marketing,M
28130,40,executive/managerial,F
71642,25,executive/managerial,F
70017,25,college/grad student,F
268,29,executive/managerial,M
80369,23,college/grad student,M
89398,27,executive/managerial,M
62456,55,executive/managerial,F
6733,32,programmer,M
12836,25,executive/managerial,M
68552,62,academic/educator,F
29126,32,sales/marketing,M
9091,32,college/grad student,M
79151,33,homemaker,M
22059,31,homemaker,M
21307,29,executive/managerial,M
32710,28,clerical/admin,M
10259,33,college/grad student,M
17380,26,homemaker,M
886,40,college/grad student,F
49513,35,college/grad student,M
61172,32,self-employed,M
21121,19,sales/marketing,M
97795,19,college/grad student,M
54969,31,scientist,M
33667,31,other or not specified,M
64658,26,sales/marketing,M
28818,76,other or not specified,F
56690,32,sales/marketing,M
34472,30,scientist,M
55569,34,college/grad student,M
99445,29,college/grad student,F
67747,18,K-12 student,M
14271,25,self-employed,M
16027,18,scientist,M
68794,27,other or not specified,M
32396,54,executive/managerial,M
85631,27,college/grad student,M
98455,29,academic/educator,M
44159,9,K-12 student,M
64585,25,college/grad student,M
50684,29,clerical/admin,F
26098,29,sales/marketing,M
14340,25,college/grad student,F
40581,32,sales/marketing,M
69650,32,executive/managerial,M
122,75,academic/educator,F
81139,28,executive/managerial,M
31201,33,executive/managerial,M
88567,27,college/grad student,M
57114,24,sales/marketing,M
1494,34,sales/marketing,M
55573,37,sales/marketing,M
56175,26,K-12 student,M
81910,18,scientist,M
20288,18,sales/marketing,M
58021,29,sales/marketing,M
103085,31,executive/managerial,M
40329,34,executive/managerial,M
96156,28,scientist,F
28659,34,sales/marketing,M
58042,26,college/grad student,M
85056,28,college/grad student,M
14446,27,other or not specified,F
69553,31,academic/educator,M
23179,33,self-employed,M
76111,27,college/grad student,F
74672,28,self-employed,M
32957,34,sales/marketing,M
91563,20,K-12 student,M
85802,35,other or not specified,M
75355,34,executive/managerial,M
7188,28,sales/marketing,F
66492,31,technician/engineer,M
87641,25,retired,F
98237,32,sales/marketing,F
64861,31,scientist,F
78539,19,other or not specified,M
5834,28,executive/managerial,M
82130,29,executive/managerial,M
95117,26,self-employed,F
33543,29,college/grad student,M
25018,28,sales/marketing,M
96081,34,executive/managerial,M
35426,29,other or not specified,M
79319,29,executive/managerial,M
43722,29,scientist,M
77998,18,K-12 student,F
89543,34,executive/managerial,M
92518,21,sales/marketing,M
20225,27,self-employed,M
76395,33,clerical/admin,M
33910,31,homemaker,M
68727,27,college/grad student,M
55134,31,scientist,M
78391,34,sales/marketing,M
25439,33,other or not specified,M
59499,26,sales/marketing,M
93789,32,sales/marketing,M
97324,29,college/grad student,M
24495,26,sales/marketing,M
100417,31,executive/managerial,M
47261,34,scientist,F
7625,25,executive/managerial,M
90448,32,scientist,M
28420,34,retired,M
74869,29,college/grad student,M
52246,30,tradesman/craftsman,M
27181,25,self-employed,M
15973,27,college/grad student,M
101922,29,college/grad student,M
65107,25,scientist,M
25279,30,executive/managerial,M
64766,25,scientist,M
47613,25,homemaker,F
84699,25,sales/marketing,M
87623,56,other or not specified,F
63351,30,scientist,M
101893,51,homemaker,M
56327,30,executive/managerial,M
34748,28,college/grad student,M
988,28,executive/managerial,M
65064,33,sales/marketing,M
101877,29,scientist,M
47293,29,self-employed,F
86681,31,executive/managerial,M
84226,29,executive/managerial,F
25818,21,sales/marketing,M
72318,28,executive/managerial,M
92622,29,other or not specified,M
76233,26,sales/marketing,M
7619,40,scientist,M
17211,32,other or not specified,M
14323,18,scientist,M
61698,25,K-12 student,M
50910,25,college/grad student,M
44636,28,academic/educator,M
51250,28,sales/marketing,M
62910,30,college/grad student,M
46182,29,executive/managerial,M
56113,29,clerical/admin,M
12085,30,scientist,F
44689,34,college/grad student,M
23242,29,other or not specified,M
73410,28,college/grad student,F
13278,32,scientist,M
16351,31,clerical/admin,M
55728,33,self-employed,M
84799,29,clerical/admin,M
93200,34,self-employed,M
36671,26,scientist,M
68550,30,college/grad student,M
31536,25,executive/managerial,M
64207,29,college/grad student,M
31241,17,K-12 student,M
46216,29,executive/managerial,M
14914,25,scientist,M
2042,9,sales/marketing,M
31298,31,self-employed,M
78513,29,executive/managerial,M
95963,26,sales/marketing,M
66854,26,executive/managerial,M
102277,20,sales/marketing,M
70244,21,homemaker,M
1072,25,executive/managerial,F
30582,32,executive/managerial,M
29038,29,college/grad student,M
52290,21,college/grad student,M
27093,30,other or not specified,F
42688,34,homemaker,M
77748,26,college/grad student,M
82294,25,college/grad student,M
5041,33,sales/marketing,M
65946,28,technician/engineer,M
41975,31,sales/marketing,F
24165,63,retired,F
18156,25,college/grad student,M
62618,26,executive/managerial,F
17202,25,college/grad student,M
59601,29,sales/marketing,M
83684,18,college/grad student,M
269,27,college/grad student,M
46679,26,scientist,M
65721,26,academic/educator,M
60059,21,clerical/admin,M
94133,18,K-12 student,M
72989,28,sales/marketing,M
17071,25,scientist,M
94105,18,K-12 student,M
65797,29,technician/engineer,M
95190,30,scientist,M
88985,33,college/grad student,M
65147,33,other or not specified,F
5581,30,technician/engineer,M
22098,32,college/grad student,M
73979,31,college/grad student,M
61174,28,scientist,M
9383,34,executive/managerial,M
24430,30,other or not specified,F
17048,26,sales/marketing,M
71900,33,other or not specified,M
71093,31,sales/marketing,M
92232,25,academic/educator,F
20296,25,scientist,M
77766,27,sales/marketing,M
82793,28,executive/managerial,M
80490,33,executive/managerial,M
38905,27,college/grad student,M
5094,27,college/grad student,M
11839,29,other or not specified,F
63704,27,scientist,M
71863,25,academic/educator,F
53922,31,sales/marketing,M
50850,31,executive/managerial,M
30087,28,scientist,M
77280,20,college/grad student,M
3892,26,sales/marketing,M
74817,31,homemaker,M
19102,29,college/grad student,F
73549,27,executive/managerial,M
34173,25,college/grad student,M
65169,32,retired,F
9217,30,college/grad student,M
49169,28,executive/managerial,M
64988,32,customer service,M
84343,26,scientist,M
55544,25,executive/managerial,M
20353,29,other or not specified,M
84582,19,homemaker,M
39290,30,writer,M
23878,27,sales/marketing,M
21954,31,other or not specified,F
15577,32,scientist,M
74800,33,college/grad student,M
74256,27,executive/managerial,F
95587,29,sales/marketing,M
48347,34,sales/marketing,M
96049,29,clerical/admin,M
3317,32,scientist,M
88468,30,scientist,F
20321,28,scientist,M
77564,44,self-employed,F
57480,28,college/grad student,M
26066,26,executive/managerial,M
13193,30,executive/managerial,M
15889,33,scientist,M
4281,22,sales/marketing,M
38677,32,other or not specified,M
28484,29,college/grad student,M
12493,52,academic/educator,F
37214,30,academic/educator,F
18066,30,sales/marketing,F
52458,31,college/grad student,M
35301,29,college/grad student,M
79895,27,sales/marketing,M
77660,25,academic/educator,F
69329,30,programmer,M
89193,28,college/grad student,F
33932,19,college/grad student,M
102013,28,K-12 student,M
9574,32,college/grad student,F
93735,26,college/grad student,M
18180,33,executive/managerial,F
44139,34,academic/educator,F
91880,32,scientist,M
79034,34,college/grad student,M
39096,30,executive/managerial,M
98848,31,academic/educator,F
9895,32,college/grad student,M
14269,26,sales/marketing,M
92443,27,executive/managerial,M
62185,30,college/grad student,F
66309,29,college/grad student,M
97807,25,sales/marketing,M
61304,33,executive/managerial,M
56143,29,scientist,M
101528,25,executive/managerial,M
86904,28,executive/managerial,M
95627,31,executive/managerial,M
57356,49,scientist,M
46507,45,college/grad student,F
85961,25,other or not specified,M
76086,34,artist,M
15605,32,sales/marketing,M
90004,34,college/grad student,M
41285,34,executive/managerial,M
61063,31,sales/marketing,M
24515,27,executive/managerial,M
6426,27,K-12 student,M
31552,28,executive/managerial,M
86413,26,executive/managerial,F
94013,41,sales/marketing,M
62688,27,other or not specified,M
48160,29,scientist,M
99005,29,sales/marketing,F
47817,66,academic/educator,M
57122,33,clerical/admin,M
31297,28,executive/managerial,M
37615,28,college/grad student,M
25379,34,homemaker,M
96870,32,lawyer,M
27190,25,clerical/admin,M
86810,27,college/grad student,M
67974,27,self-employed,F
44582,31,college/grad student,M
39670,28,executive/managerial,M
96304,30,clerical/admin,F
44638,30,executive/managerial,M
86054,31,college/grad student,M
12611,32,homemaker,M
59541,46,academic/educator,F
89772,28,scientist,M
3745,35,self-employed,F
94026,21,artist,F
85337,30,retired,M
15795,26,college/grad student,M
39167,26,customer service,M
80132,30,college/grad student,M
51763,21,sales/marketing,M
89655,25,executive/managerial,M
58542,28,college/grad student,M
51102,30,college/grad student,F
20216,26,college/grad student,M
61983,51,lawyer,M
3844,28,scientist,M
20373,29,college/grad student,M
71432,26,clerical/admin,M
22620,30,other or not specified,M
33359,15,scientist,F
100573,26,homemaker,F
42677,32,sales/marketing,F
71042,27,technician/engineer,M
97384,34,scientist,M
35913,27,executive/managerial,M
69726,29,sales/marketing,M
36986,27,self-employed,M
91868,28,K-12 student,M
2651,29,academic/educator,F
65310,32,college/grad student,M
83128,30,college/grad student,M
98339,31,doctor/health care,F
60484,30,college/grad student,M
68683,28,other or not specified,F
46757,28,executive/managerial,M
33975,33,self-employed,F
96427,33,other or not specified,F
99686,30,college/grad student,M
50290,28,sales/marketing,M
842,32,college/grad student,M
55729,33,artist,F
9057,33,college/grad student,F
98517,43,executive/managerial,F
3318,29,writer,M
32242,44,academic/educator,F
58962,39,executive/managerial,M
82338,27,academic/educator,M
64069,32,executive/managerial,M
92315,18,other or not specified,F
61158,25,scientist,M
79422,25,college/grad student,M
8551,29,executive/managerial,M
89256,30,self-employed,M
17049,27,other or not specified,F
91789,26,college/grad student,M
6349,27,artist,M
96633,34,scientist,M
235,28,scientist,M
42285,30,executive/managerial,M
32689,28,executive/managerial,M
79061,31,executive/managerial,M
66696,30,sales/marketing,M
101844,29,scientist,M
8241,33,scientist,M
12151,33,sales/marketing,M
41976,21,sales/marketing,M
21271,33,executive/managerial,M
36181,25,college/grad student,M
59088,25,college/grad student,F
97259,32,college/grad student,M
80901,28,executive/managerial,M
14005,31,self-employed,M
69567,31,executive/managerial,M
81836,31,executive/managerial,M
92688,34,self-employed,M
97177,29,college/grad student,M
53578,15,K-12 student,F
76539,34,executive/managerial,M
80051,26,executive/managerial,M
14788,73,academic/educator,F
12793,35,sales/marketing,M
102554,33,college/grad student,M
13390,27,college/grad student,M
